num,Rank,Name,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties+,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength+,Aggression,Position,Weak foot,Skill moves,Preferred foot,Height,Weight,Alternative positions,Age,Nation,League,Team,play style,url,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
11043,12239,0,63,76,60,58,63,59,74,78,75,61,60,65,58,53,50,62,50,40,63,61,40,60,75,65,65,63,63,58,53,59,60,59,72,88,70,65,0,2,2,0,0,0,0,26,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11044,12239,0,63,69,33,54,62,60,49,68,69,45,31,41,30,24,31,49,55,31,61,51,50,60,76,84,62,59,54,58,52,61,62,61,56,63,39,54,0,3,2,0,0,0,0,21,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11045,12239,0,63,62,62,60,62,50,63,52,46,10,15,45,15,11,23,44,14,16,29,30,18,13,49,30,63,23,55,19,11,29,13,14,62,20,60,30,0,1,1,0,0,0,0,38,0,0,0,0,0,62,62,60,63,62
11046,12239,0,63,59,49,61,63,62,71,65,54,57,39,58,59,43,52,60,53,51,67,63,51,61,67,70,65,64,60,61,64,61,63,62,71,75,70,68,0,3,2,0,0,0,0,28,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11047,12239,0,63,47,41,48,47,61,77,52,43,41,34,58,40,27,55,45,32,29,59,57,29,37,53,37,61,57,58,56,60,62,64,58,65,68,85,70,0,4,2,0,0,0,0,31,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11048,12239,0,63,59,50,63,65,62,69,64,54,53,49,53,52,38,45,68,53,42,67,64,63,65,67,68,69,66,54,66,51,64,62,60,67,70,75,55,0,3,3,0,0,0,0,27,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11049,12239,0,63,68,36,55,57,59,76,67,69,53,38,37,26,32,44,52,57,47,58,54,56,56,70,64,56,55,54,59,58,60,60,58,73,82,76,67,0,4,2,0,0,0,0,33,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11050,12239,0,63,68,60,63,64,41,64,69,68,61,59,65,56,58,58,62,60,60,66,63,59,63,76,66,60,62,67,55,49,34,40,30,61,71,65,54,0,2,3,0,0,0,0,27,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11051,12239,0,63,63,62,63,65,32,62,32,31,5,18,47,13,10,23,40,14,11,25,30,15,16,40,40,58,22,41,12,14,19,15,14,50,24,52,39,0,3,1,0,0,0,0,28,0,0,0,0,0,63,62,63,62,65
11052,12239,0,63,63,59,65,64,18,65,16,20,8,5,49,8,7,15,26,12,14,24,26,14,12,37,36,52,18,28,11,10,6,14,14,52,26,67,25,0,3,1,0,0,0,0,31,0,0,0,0,0,63,59,65,65,64
11053,12239,0,63,63,58,63,62,54,48,59,67,62,57,62,60,50,54,64,51,51,70,68,57,62,51,78,60,65,61,56,50,48,58,61,49,50,46,51,0,2,2,0,0,0,0,22,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11054,12239,0,63,76,59,57,68,26,38,78,74,55,62,61,52,54,52,53,61,42,59,56,56,67,72,80,51,70,54,22,43,17,30,31,43,61,27,35,0,3,4,0,0,0,0,22,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11055,12239,0,63,56,32,41,46,63,70,57,56,33,25,48,27,37,45,36,34,36,50,42,37,37,59,56,58,49,54,60,67,67,59,65,71,63,72,74,0,2,2,0,0,0,0,30,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11056,12239,0,63,69,62,45,61,18,68,72,67,65,66,63,58,55,49,45,33,40,57,34,56,61,63,62,51,64,44,13,60,12,15,17,81,60,82,40,0,3,2,0,0,0,0,22,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11057,12239,0,63,77,55,56,62,58,73,80,75,54,52,63,56,45,48,56,56,45,59,54,54,60,75,80,58,58,58,59,51,57,60,58,75,72,74,69,0,4,2,0,0,0,0,29,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11058,12239,0,63,65,33,51,57,62,63,63,67,31,29,41,32,36,38,40,43,36,64,59,31,53,65,56,61,60,63,61,62,61,65,62,70,49,70,62,0,2,2,0,0,0,0,21,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11059,12239,0,63,58,44,57,52,64,62,59,57,56,40,49,44,42,43,49,52,40,65,62,45,49,49,72,59,55,48,63,50,68,66,60,59,64,61,64,0,3,2,0,0,0,0,22,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11060,12239,0,63,66,33,49,59,61,56,66,66,52,33,29,28,31,44,37,59,34,58,40,39,60,58,74,59,58,46,60,60,59,62,64,61,64,51,57,0,3,3,0,0,0,0,20,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11061,12239,0,63,60,31,50,46,65,60,63,57,32,26,49,22,31,37,41,44,28,64,51,31,31,50,68,57,62,52,63,63,65,65,66,65,63,57,62,0,3,2,0,0,0,0,18,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11062,12239,0,63,55,32,46,41,65,63,54,55,22,32,42,24,22,48,30,39,30,61,49,32,24,35,63,57,60,46,65,59,67,66,62,63,63,66,54,0,2,2,0,0,0,0,26,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11063,12239,0,63,67,34,55,60,60,67,66,67,49,32,37,34,29,34,43,60,21,63,58,56,60,60,65,55,60,60,58,51,60,63,62,64,68,69,60,0,2,2,0,0,0,0,28,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11064,12239,0,63,71,50,55,65,61,56,69,72,56,51,56,43,40,48,43,69,44,59,48,45,64,77,81,50,64,56,54,55,62,65,63,63,49,59,53,0,3,2,0,0,0,0,25,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11065,12239,0,63,75,54,58,62,55,57,72,77,54,54,61,47,49,50,58,60,46,61,56,52,63,60,60,58,65,53,56,41,55,58,54,58,61,63,36,0,2,3,0,0,0,0,19,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11066,12239,0,63,80,38,54,63,56,47,79,81,48,35,60,24,23,32,51,60,31,57,50,48,61,83,83,55,60,47,58,36,54,61,60,44,64,36,52,0,3,2,0,0,0,0,19,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11067,12239,0,63,69,43,56,61,58,67,70,68,53,37,55,45,34,42,53,58,56,57,56,57,57,76,81,59,58,57,57,54,59,60,58,70,75,58,77,0,4,2,0,0,0,0,26,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11068,12239,0,63,66,61,58,64,27,57,67,66,62,62,67,59,53,51,60,58,52,60,51,55,63,70,67,61,64,61,22,43,24,28,28,52,62,56,54,0,3,3,0,0,0,0,22,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11069,12239,0,63,64,58,60,67,21,63,16,28,7,6,45,5,9,12,27,12,10,20,22,11,7,33,32,58,12,28,9,12,7,11,12,37,22,41,18,0,2,1,0,0,0,0,20,0,0,0,0,0,64,58,60,63,67
11070,12239,0,63,60,41,53,54,61,73,64,57,42,35,55,40,31,45,46,41,36,65,61,36,47,65,64,56,58,58,55,58,64,64,62,70,80,71,72,0,2,2,0,0,0,0,20,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11071,12239,0,63,87,55,54,63,52,68,84,90,53,60,56,49,48,46,50,57,41,60,47,50,64,72,67,58,60,53,51,54,49,56,51,74,72,69,58,0,2,2,0,0,0,0,25,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11072,12239,0,63,61,28,42,45,61,73,54,66,28,20,53,23,26,30,33,31,22,56,51,23,42,47,42,54,47,44,59,62,61,62,63,65,56,82,76,0,3,2,0,0,0,0,25,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11073,12239,0,63,50,37,49,47,63,64,55,45,35,32,42,40,41,48,32,40,47,60,61,45,40,53,56,56,51,46,61,66,58,68,65,67,56,66,67,0,3,2,0,0,0,0,22,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11074,12239,0,63,71,40,58,61,59,61,73,70,57,34,54,32,43,52,55,61,39,60,59,54,61,62,50,60,62,59,57,65,55,62,59,73,59,62,60,0,2,2,0,0,0,0,20,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11075,12239,0,63,72,33,48,60,59,53,70,73,53,31,34,29,31,44,41,61,42,53,32,43,61,74,70,56,55,54,56,56,58,62,66,57,63,47,54,0,3,2,0,0,0,0,21,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11076,12239,0,63,58,26,43,52,64,63,63,53,22,24,33,19,29,36,43,30,30,57,36,30,48,39,62,62,57,62,63,62,62,66,63,68,58,66,59,0,3,2,0,0,0,0,18,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11077,12239,0,63,32,37,44,47,62,72,33,32,32,34,49,36,24,40,35,32,32,58,51,22,42,40,51,57,53,56,58,68,63,61,60,69,52,81,74,0,3,2,0,0,0,0,33,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11078,12239,0,63,33,36,48,44,61,75,30,36,35,31,47,35,46,30,49,35,27,55,60,36,37,36,31,58,55,63,60,72,60,61,50,73,61,84,70,0,3,2,0,0,0,0,35,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11079,12239,0,63,81,52,58,69,35,40,85,77,53,51,56,54,44,48,63,53,42,63,60,40,71,76,82,53,66,51,26,41,34,36,47,47,49,33,44,0,2,4,0,0,0,0,19,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11080,12239,0,63,64,39,42,42,66,65,63,64,35,42,37,36,34,42,34,39,31,50,42,37,36,48,60,56,43,49,68,63,63,68,68,70,65,69,53,0,3,2,0,0,0,0,21,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11081,12239,0,63,65,63,58,59,30,61,57,71,62,68,62,58,48,66,59,52,47,63,56,52,56,63,58,57,63,61,26,64,25,28,29,68,51,70,51,0,3,3,0,0,0,0,22,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11082,12239,0,63,63,63,64,68,28,60,27,30,5,6,48,7,7,13,38,11,10,18,28,10,10,33,49,53,12,33,13,12,9,13,11,49,17,54,20,0,1,1,0,0,0,0,23,0,0,0,0,0,63,63,64,60,68
11083,12239,0,63,81,42,54,61,55,56,82,80,47,42,44,39,38,47,46,56,39,60,54,46,58,81,81,51,59,46,51,55,53,60,58,63,76,46,55,0,2,2,0,0,0,0,23,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11084,12239,0,63,77,59,55,68,25,54,86,70,57,60,62,54,60,50,53,57,48,57,47,62,66,87,85,59,64,54,27,35,25,23,20,54,72,49,46,0,4,3,0,0,0,0,26,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11085,12239,0,63,62,60,48,58,26,66,58,66,61,62,70,47,46,61,41,38,34,61,46,35,60,50,41,59,62,45,17,65,23,26,18,78,52,86,32,0,3,2,0,0,0,0,22,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11086,12239,0,63,44,27,43,52,63,69,38,48,20,27,35,22,20,31,32,24,25,61,50,29,52,39,33,60,55,64,62,65,63,63,63,64,69,72,62,0,3,2,0,0,0,0,31,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11087,12239,0,63,66,63,58,62,43,61,45,40,16,13,44,13,18,23,28,18,14,24,25,18,16,34,52,55,23,38,21,14,20,15,11,47,42,43,20,0,3,1,0,0,0,0,30,0,0,0,0,0,66,63,58,61,62
11088,12239,0,63,68,53,64,62,55,69,69,67,54,49,60,60,45,48,64,59,63,66,67,63,58,76,76,61,62,62,58,47,51,58,56,61,80,67,62,0,3,3,0,0,0,0,24,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11089,12239,0,63,65,65,64,65,29,57,64,66,63,62,73,67,66,59,62,63,59,67,63,69,66,66,69,55,65,62,21,58,27,27,26,66,36,64,62,0,3,3,0,0,0,0,30,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11090,12239,0,63,69,60,59,66,51,74,66,71,62,57,65,59,59,68,63,59,60,58,54,64,64,70,65,66,67,62,50,63,48,52,44,76,73,77,65,0,3,3,0,0,0,0,30,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11091,12239,0,63,57,45,55,59,59,73,53,61,54,46,47,45,31,37,58,43,39,62,60,38,57,62,69,62,61,55,61,46,61,61,58,62,75,77,62,0,3,2,0,0,0,0,29,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11092,12239,0,63,57,47,59,59,58,74,50,63,52,44,51,48,49,45,58,58,47,62,58,57,56,61,79,59,60,59,60,50,61,57,55,62,80,75,66,0,3,2,0,0,0,0,29,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11093,12239,0,63,63,62,58,64,35,72,66,60,65,65,64,57,51,60,57,56,55,62,55,54,63,70,66,65,64,64,32,59,32,33,35,68,67,69,87,0,3,3,0,0,0,0,31,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11094,12239,0,63,63,61,41,60,25,64,59,66,67,68,56,53,47,55,40,45,30,46,34,32,59,55,57,58,65,55,16,69,21,22,16,76,64,78,28,0,3,2,0,0,0,0,31,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11095,12239,0,63,65,50,58,62,63,54,68,63,46,48,55,51,51,46,55,52,34,65,59,60,63,57,70,56,64,50,61,50,65,67,65,56,46,54,62,0,2,2,0,0,0,0,22,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11096,12239,0,63,63,50,54,65,59,73,62,64,62,55,40,52,31,37,61,35,31,65,61,31,62,76,71,63,67,52,62,48,58,64,55,64,71,75,74,0,3,3,0,0,0,0,24,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11097,12239,0,63,78,57,61,64,41,57,74,82,61,55,67,53,49,51,62,67,38,59,59,66,65,70,71,57,61,54,40,47,45,41,29,63,56,63,41,0,3,2,0,0,0,0,26,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11098,12239,0,63,61,45,46,47,61,73,58,63,32,48,51,45,25,35,40,37,24,57,54,31,42,57,62,57,46,50,61,60,60,63,60,75,62,81,68,0,2,2,0,0,0,0,24,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11099,12239,0,63,78,58,58,62,41,71,75,80,61,58,61,57,55,59,63,57,50,59,52,60,61,75,74,62,59,60,40,49,42,40,34,69,70,73,66,0,2,3,0,0,0,0,32,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11100,12239,0,63,71,27,53,63,61,56,72,70,52,22,35,26,24,31,52,57,35,58,52,36,62,74,75,59,60,55,62,54,60,64,62,57,59,48,71,0,3,2,0,0,0,0,28,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11101,12239,0,63,66,62,58,69,34,59,35,33,8,7,44,5,15,11,57,10,10,33,27,30,22,33,55,51,25,37,22,17,20,20,21,60,31,67,34,0,3,1,0,0,0,0,25,0,0,0,0,0,66,62,58,59,69
11102,12239,0,63,74,61,58,65,47,64,75,74,61,60,63,62,63,63,61,57,57,59,54,62,64,68,71,57,65,64,51,59,47,41,49,70,61,62,69,0,3,3,0,0,0,0,34,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11103,12239,0,63,62,61,64,63,41,63,39,43,18,12,48,16,14,19,58,18,17,27,38,14,19,42,56,57,18,26,19,14,24,17,11,45,33,43,29,0,3,1,0,0,0,0,31,0,0,0,0,0,62,61,64,63,63
11104,12239,0,63,84,60,52,64,35,71,82,85,60,61,64,56,58,62,48,49,40,58,49,55,63,76,71,59,62,60,22,57,40,30,35,83,68,80,49,0,3,3,0,0,0,0,27,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11105,12239,0,63,60,27,43,47,63,70,57,63,33,22,38,21,24,40,44,26,28,54,47,24,43,48,50,56,50,50,62,54,60,69,66,68,60,78,61,0,3,2,0,0,0,0,25,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11106,12239,0,63,64,66,52,55,32,76,34,29,8,7,39,9,9,13,64,12,12,26,27,13,9,29,27,45,20,30,14,14,10,13,16,59,30,69,24,0,2,1,0,0,0,0,25,0,0,0,0,0,64,66,52,76,55
11107,12239,0,63,73,62,45,58,29,72,72,73,64,66,65,52,54,56,51,34,29,56,33,30,57,59,42,50,63,60,29,63,24,25,26,83,57,84,59,0,3,2,0,0,0,0,22,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11108,12239,0,63,79,61,54,63,41,77,78,79,61,62,64,57,58,66,54,55,49,58,45,59,61,74,72,60,60,63,41,60,35,42,39,83,70,80,79,0,4,3,0,0,0,0,30,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11109,12239,0,63,63,60,58,66,27,61,27,26,6,7,44,7,6,13,30,14,11,21,17,11,8,23,35,63,12,23,13,14,8,11,13,55,23,63,18,0,1,1,0,0,0,0,25,0,0,0,0,0,63,60,58,61,66
11110,12239,0,63,60,62,61,64,34,63,33,35,12,14,46,13,15,26,36,10,11,21,25,17,19,38,48,57,16,42,18,18,10,18,13,54,30,55,19,0,2,1,0,0,0,0,27,0,0,0,0,0,60,62,61,63,64
11111,12239,0,63,61,65,62,64,43,62,39,49,11,9,47,11,15,14,15,11,12,33,35,12,15,35,42,56,24,16,13,13,12,13,12,55,29,55,24,0,2,1,0,0,0,0,33,0,0,0,0,0,61,65,62,62,64
11112,12239,0,63,65,33,47,37,64,66,62,68,28,24,62,26,31,36,36,36,24,58,59,39,31,42,58,49,36,58,61,65,63,66,63,74,53,75,60,0,3,2,0,0,0,0,22,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11113,12239,0,63,71,64,59,63,28,63,69,73,60,68,62,60,58,63,61,59,52,61,54,55,60,72,64,58,65,62,25,59,24,26,20,68,60,66,60,0,3,3,0,0,0,0,21,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11114,12239,0,63,89,30,46,60,53,80,88,89,50,29,32,27,30,21,40,50,27,54,40,41,58,87,69,53,55,44,57,40,49,56,60,78,90,71,88,0,3,2,0,0,0,0,26,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11115,12239,0,63,71,31,52,53,61,70,69,72,44,24,42,32,23,41,45,47,30,63,55,39,42,71,66,62,58,55,61,62,64,60,57,75,66,74,64,0,2,2,0,0,0,0,31,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11116,12239,0,63,86,54,54,67,55,65,89,83,54,50,69,55,32,44,52,59,30,59,48,50,67,75,82,53,66,47,58,49,53,57,55,71,72,64,59,0,2,3,0,0,0,0,22,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11117,12239,0,63,66,62,64,64,31,63,32,29,13,12,48,12,16,14,55,18,15,45,43,15,14,35,45,46,40,42,18,20,20,13,12,55,30,55,22,0,3,1,0,0,0,0,26,0,0,0,0,0,66,62,64,63,64
11118,12239,0,63,67,61,48,64,23,66,67,67,63,63,62,56,56,60,49,34,36,58,42,54,63,75,72,56,63,49,18,64,19,18,18,74,70,72,45,0,3,2,0,0,0,0,23,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11119,12239,0,63,65,64,57,66,32,63,26,40,7,5,43,7,6,10,41,10,13,18,26,10,6,25,28,45,10,33,6,12,6,11,14,54,22,62,20,0,2,1,0,0,0,0,26,0,0,0,0,0,65,64,57,63,66
11120,12239,0,63,71,58,64,63,56,64,68,73,59,56,61,63,46,57,64,63,59,65,63,65,60,76,77,61,62,61,57,51,54,60,56,60,84,58,56,0,3,2,0,0,0,0,26,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11121,12239,0,63,62,61,61,63,53,64,55,49,19,16,46,15,20,28,40,16,13,35,55,19,22,52,53,61,23,61,26,13,9,20,18,69,37,73,25,0,2,1,0,0,0,0,34,0,0,0,0,0,62,61,61,64,63
11122,12239,0,63,69,58,64,64,56,58,66,71,60,57,62,63,39,45,58,65,52,69,62,61,61,72,76,64,65,58,63,39,54,59,54,48,69,54,57,0,4,2,0,0,0,0,26,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11123,12239,0,63,55,34,36,39,66,66,57,53,31,31,39,32,42,51,33,33,45,40,32,38,31,45,56,47,44,47,67,62,65,68,64,73,56,76,53,0,2,2,0,0,0,0,19,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11124,12239,0,63,64,65,58,63,34,60,34,33,7,9,44,8,8,11,36,10,14,33,31,11,7,27,22,54,11,41,6,11,7,12,14,56,25,61,19,0,2,1,0,0,0,0,27,0,0,0,0,0,64,65,58,60,63
11125,12239,0,63,71,45,56,58,61,75,71,71,52,40,54,44,39,53,52,61,35,58,57,47,55,65,65,61,58,54,61,61,60,62,61,85,81,72,70,0,3,2,0,0,0,0,30,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11126,12239,0,63,71,57,63,64,58,65,72,71,55,56,62,58,49,56,63,60,50,66,66,61,62,72,69,62,64,60,60,48,56,62,59,63,71,64,62,0,3,2,0,0,0,0,23,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11127,12239,0,63,64,60,56,57,27,71,54,73,63,59,67,58,46,56,60,58,39,64,40,33,59,52,41,55,61,46,24,68,24,20,19,74,69,80,49,0,3,2,0,0,0,0,27,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11128,12239,0,63,65,39,41,50,62,74,66,65,35,39,51,29,45,33,29,32,16,54,52,30,46,59,55,57,50,59,65,62,61,62,61,77,71,79,64,0,3,2,0,0,0,0,20,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11129,12239,0,63,30,64,60,64,40,65,30,30,67,62,67,63,60,66,64,60,44,61,56,61,65,58,53,67,66,64,33,67,44,33,33,68,35,83,56,0,3,3,0,0,0,0,33,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11130,12239,0,63,34,44,52,53,61,77,34,34,48,34,65,48,30,38,52,45,35,58,57,45,54,35,34,64,57,61,63,62,61,61,60,69,69,87,62,0,3,2,0,0,0,0,33,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11131,12239,0,63,58,29,47,44,64,62,55,61,26,23,50,22,31,37,35,35,30,62,55,31,35,44,59,63,49,62,63,62,64,65,63,67,48,70,59,0,2,2,0,0,0,0,29,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11132,12239,0,63,64,56,64,65,57,63,65,64,63,55,58,58,44,44,64,64,62,65,62,60,63,69,72,62,65,62,58,46,59,59,55,58,69,61,60,0,2,2,0,0,0,0,20,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11133,12239,0,63,73,35,56,63,57,61,72,73,53,29,45,39,23,36,50,62,55,56,51,62,60,79,85,55,60,57,58,50,58,58,55,68,80,54,51,0,5,2,0,0,0,0,29,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11134,12239,0,63,78,61,54,62,40,73,77,78,61,61,65,60,57,61,55,47,44,60,55,49,60,68,68,60,61,60,39,63,40,36,33,80,81,74,61,0,4,3,0,0,0,0,27,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11135,12239,0,63,68,35,50,51,61,77,67,68,46,34,38,31,24,39,40,55,30,57,53,40,50,49,33,53,53,60,61,63,60,62,60,79,74,82,66,0,3,2,0,0,0,0,27,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11136,12239,0,63,70,47,61,60,59,56,67,72,47,38,61,51,35,62,56,60,64,64,62,63,59,70,67,58,60,48,56,51,58,62,62,55,62,51,61,0,2,2,0,0,0,0,21,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11137,12239,0,63,72,31,52,50,61,72,74,70,28,28,40,31,21,37,40,52,28,60,61,50,48,48,61,49,53,53,57,64,60,63,60,81,61,79,67,0,3,2,0,0,0,0,22,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11138,12239,0,63,55,62,50,59,27,80,49,59,63,62,72,52,59,57,60,39,31,54,50,44,60,51,45,60,63,62,22,66,23,24,19,69,64,93,72,0,4,2,0,0,0,0,29,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11139,12239,0,63,80,40,53,66,55,57,78,81,51,41,39,35,31,45,50,61,30,57,47,44,68,71,72,65,64,48,55,43,49,62,60,58,64,55,51,0,3,3,0,0,0,0,19,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11140,12239,0,63,61,35,43,41,62,74,54,67,41,41,28,27,22,38,37,37,21,56,44,26,36,62,47,61,33,58,58,67,63,63,60,74,73,79,65,0,2,2,0,0,0,0,32,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11141,12239,0,63,74,57,62,66,45,46,73,74,61,59,58,54,54,55,65,59,57,64,60,60,63,81,79,58,64,62,48,53,42,44,43,52,61,42,34,0,4,3,0,0,0,0,22,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11142,12239,0,63,73,58,57,65,23,52,73,73,59,57,68,54,49,50,60,60,35,61,52,49,64,72,65,60,64,62,23,41,15,27,20,55,61,56,29,0,4,3,0,0,0,0,27,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11143,12239,0,63,68,58,61,70,52,56,68,68,63,58,61,59,49,49,66,56,44,64,62,62,68,82,81,65,67,70,52,45,50,56,49,53,60,54,56,0,3,4,0,0,0,0,21,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11144,12239,0,63,53,44,55,50,64,64,54,52,39,39,62,44,29,46,50,54,29,63,59,41,42,57,65,54,57,55,65,67,63,62,64,66,59,65,66,0,3,2,0,0,0,0,21,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
11145,12239,0,63,75,59,58,63,34,65,74,75,59,58,60,58,65,56,59,57,51,60,55,54,63,75,63,53,62,63,36,52,33,30,26,68,74,68,47,0,3,3,0,0,0,0,24,0,0,0,0,0,65.88294147,63.91445723,63.02151076,64.3931966,66.74537269
